"Race","Age.Group","Year.of.diagnosis","Sex","Count"
"Other","10-14 years","1999-2001","Male",5
"Other","10-14 years","1999-2001","Female",1
"Other","10-14 years","1999-2001","Male and female",1
"Other","10-14 years","1999-2001","Male",1
"Other","10-14 years","1999-2001","Female",0
"Other","10-14 years","1999-2001","Male and female",8
"Other","10-14 years","1999-2001","Male",7
"Other","10-14 years","1999-2001","Female",1
"Other","10-14 years","2002-2004","Male and female",5
"Other","10-14 years","2002-2004","Male",4
"Other","10-14 years","2002-2004","Female",1
"Other","10-14 years","2002-2004","Male and female",5
"Other","10-14 years","2002-2004","Male",3
"Other","10-14 years","2002-2004","Female",2
"Other","10-14 years","2002-2004","Male and female",5
"Other","10-14 years","2002-2004","Male",3
"Other","10-14 years","2002-2004","Female",2
"Other","10-14 years","2005-2007","Male and female",7
"Other","10-14 years","2005-2007","Male",5
"Other","10-14 years","2005-2007","Female",2
"Other","10-14 years","2005-2007","Male and female",7
"Other","10-14 years","2005-2007","Male",3
"Other","10-14 years","2005-2007","Female",4
"Other","10-14 years","2005-2007","Male and female",6
"Other","10-14 years","2005-2007","Male",4
"Other","10-14 years","2005-2007","Female",2
"Other","10-14 years","2008-2010","Male and female",7
"Other","10-14 years","2008-2010","Male",3
"Other","10-14 years","2008-2010","Female",4
"Other","10-14 years","2008-2010","Male and female",7
"Other","10-14 years","2008-2010","Male",5
"Other","10-14 years","2008-2010","Female",2
"Other","10-14 years","2008-2010","Male and female",5
"Other","10-14 years","2008-2010","Male",3
"Other","10-14 years","2008-2010","Female",2
"Other","10-14 years","2011-2013","Male and female",9
"Other","10-14 years","2011-2013","Male",2
"Other","10-14 years","2011-2013","Female",7
"Other","10-14 years","2011-2013","Male and female",9
"Other","10-14 years","2011-2013","Male",5
"Other","10-14 years","2011-2013","Female",4
"Other","10-14 years","2011-2013","Male and female",7
"Other","10-14 years","2011-2013","Male",5
"Other","10-14 years","2011-2013","Female",2
"Other","10-14 years","2014-2016","Male and female",8
"Other","10-14 years","2014-2016","Male",5
"Other","10-14 years","2014-2016","Female",3
"Other","10-14 years","2014-2016","Male and female",15
"Other","10-14 years","2014-2016","Male",9
"Other","10-14 years","2014-2016","Female",6
"Other","10-14 years","2014-2016","Male and female",11
"Other","10-14 years","2014-2016","Male",8
"Other","10-14 years","2014-2016","Female",3
"Other","10-14 years","2017-2019","Male and female",6
"Other","10-14 years","2017-2019","Male",2
"Other","10-14 years","2017-2019","Female",4
"Other","10-14 years","2017-2019","Male and female",10
"Other","10-14 years","2017-2019","Male",4
"Other","10-14 years","2017-2019","Female",6
"Other","10-14 years","2017-2019","Male and female",4
"Other","10-14 years","2017-2019","Male",4
"Other","10-14 years","2017-2019","Female",0
"Other","15-19 years","1975-2019","Male and female",232
"Other","15-19 years","1975-2019","Male",141
"Other","15-19 years","1975-2019","Female",91
"Other","15-19 years","1975-1977","Male and female",0
"Other","15-19 years","1975-1977","Male",0
"Other","15-19 years","1975-1977","Female",0
"Other","15-19 years","1975-1977","Male and female",2
"Other","15-19 years","1975-1977","Male",1
"Other","15-19 years","1975-1977","Female",1
"Other","15-19 years","1975-1977","Male and female",3
"Other","15-19 years","1975-1977","Male",3
"Other","15-19 years","1975-1977","Female",0
"Other","15-19 years","1978-1980","Male and female",1
"Other","15-19 years","1978-1980","Male",1
"Other","15-19 years","1978-1980","Female",0
"Other","15-19 years","1978-1980","Male and female",1
"Other","15-19 years","1978-1980","Male",1
"Other","15-19 years","1978-1980","Female",0
"Other","15-19 years","1978-1980","Male and female",1
"Other","15-19 years","1978-1980","Male",1
"Other","15-19 years","1978-1980","Female",0
"Other","15-19 years","1981-1983","Male and female",6
"Other","15-19 years","1981-1983","Male",5
"Other","15-19 years","1981-1983","Female",1
"Other","15-19 years","1981-1983","Male and female",2
"Other","15-19 years","1981-1983","Male",1
"Other","15-19 years","1981-1983","Female",1
"Other","15-19 years","1981-1983","Male and female",4
"Other","15-19 years","1981-1983","Male",2
"Other","15-19 years","1981-1983","Female",2
"Other","15-19 years","1984-1986","Male and female",2
"Other","15-19 years","1984-1986","Male",2
"Other","15-19 years","1984-1986","Female",0
"Other","15-19 years","1984-1986","Male and female",4
"Other","15-19 years","1984-1986","Male",2
"Other","15-19 years","1984-1986","Female",2
"Other","15-19 years","1984-1986","Male and female",3
"Other","15-19 years","1984-1986","Male",3
"Other","15-19 years","1984-1986","Female",0
"Other","15-19 years","1987-1989","Male and female",4
"Other","15-19 years","1987-1989","Male",3
"Other","15-19 years","1987-1989","Female",1
"Other","15-19 years","1987-1989","Male and female",6
"Other","15-19 years","1987-1989","Male",4
"Other","15-19 years","1987-1989","Female",2
"Other","15-19 years","1987-1989","Male and female",5
"Other","15-19 years","1987-1989","Male",2
"Other","15-19 years","1987-1989","Female",3
"Other","15-19 years","1990-1992","Male and female",2
"Other","15-19 years","1990-1992","Male",2
"Other","15-19 years","1990-1992","Female",0
"Other","15-19 years","1990-1992","Male and female",5
"Other","15-19 years","1990-1992","Male",2
"Other","15-19 years","1990-1992","Female",3
"Other","15-19 years","1990-1992","Male and female",5
"Other","15-19 years","1990-1992","Male",2
"Other","15-19 years","1990-1992","Female",3
"Other","15-19 years","1993-1995","Male and female",4
"Other","15-19 years","1993-1995","Male",2
"Other","15-19 years","1993-1995","Female",2
"Other","15-19 years","1993-1995","Male and female",6
"Other","15-19 years","1993-1995","Male",4
"Other","15-19 years","1993-1995","Female",2
"Other","15-19 years","1993-1995","Male and female",2
"Other","15-19 years","1993-1995","Male",2
"Other","15-19 years","1993-1995","Female",0
"Other","15-19 years","1996-1998","Male and female",8
"Other","15-19 years","1996-1998","Male",6
"Other","15-19 years","1996-1998","Female",2
"Other","15-19 years","1996-1998","Male and female",1
"Other","15-19 years","1996-1998","Male",0
"Other","15-19 years","1996-1998","Female",1
"Other","15-19 years","1996-1998","Male and female",7
"Other","15-19 years","1996-1998","Male",3
"Other","15-19 years","1996-1998","Female",4
"Other","15-19 years","1999-2001","Male and female",6
"Other","15-19 years","1999-2001","Male",5
"Other","15-19 years","1999-2001","Female",1
"Other","15-19 years","1999-2001","Male and female",6
"Other","15-19 years","1999-2001","Male",3
"Other","15-19 years","1999-2001","Female",3
"Other","15-19 years","1999-2001","Male and female",7
"Other","15-19 years","1999-2001","Male",2
"Other","15-19 years","1999-2001","Female",5
"Other","15-19 years","2002-2004","Male and female",6
"Other","15-19 years","2002-2004","Male",4
"Other","15-19 years","2002-2004","Female",2
"Other","15-19 years","2002-2004","Male and female",5
"Other","15-19 years","2002-2004","Male",3
"Other","15-19 years","2002-2004","Female",2
"Other","15-19 years","2002-2004","Male and female",2
"Other","15-19 years","2002-2004","Male",1
"Other","15-19 years","2002-2004","Female",1
"Other","15-19 years","2005-2007","Male and female",11
"Other","15-19 years","2005-2007","Male",6
"Other","15-19 years","2005-2007","Female",5
"Other","15-19 years","2005-2007","Male and female",7
"Other","15-19 years","2005-2007","Male",5
"Other","15-19 years","2005-2007","Female",2
"Other","15-19 years","2005-2007","Male and female",12
"Other","15-19 years","2005-2007","Male",8
"Other","15-19 years","2005-2007","Female",4
"Other","15-19 years","2008-2010","Male and female",6
"Other","15-19 years","2008-2010","Male",3
"Other","15-19 years","2008-2010","Female",3
"Other","15-19 years","2008-2010","Male and female",5
"Other","15-19 years","2008-2010","Male",2
"Other","15-19 years","2008-2010","Female",3
"Other","15-19 years","2008-2010","Male and female",5
"Other","15-19 years","2008-2010","Male",2
"Other","15-19 years","2008-2010","Female",3
"Other","15-19 years","2011-2013","Male and female",6
"Other","15-19 years","2011-2013","Male",4
"Other","15-19 years","2011-2013","Female",2
"Other","15-19 years","2011-2013","Male and female",6
"Other","15-19 years","2011-2013","Male",3
"Other","15-19 years","2011-2013","Female",3
"Other","15-19 years","2011-2013","Male and female",11
"Other","15-19 years","2011-2013","Male",8
"Other","15-19 years","2011-2013","Female",3
"Other","15-19 years","2014-2016","Male and female",7
"Other","15-19 years","2014-2016","Male",4
"Other","15-19 years","2014-2016","Female",3
"Other","15-19 years","2014-2016","Male and female",10
"Other","15-19 years","2014-2016","Male",3
"Other","15-19 years","2014-2016","Female",7
"Other","15-19 years","2014-2016","Male and female",9
"Other","15-19 years","2014-2016","Male",4
"Other","15-19 years","2014-2016","Female",5
"Other","15-19 years","2017-2019","Male and female",6
"Other","15-19 years","2017-2019","Male",5
"Other","15-19 years","2017-2019","Female",1
"Other","15-19 years","2017-2019","Male and female",8
"Other","15-19 years","2017-2019","Male",6
"Other","15-19 years","2017-2019","Female",2
"Other","15-19 years","2017-2019","Male and female",7
"Other","15-19 years","2017-2019","Male",6
"Other","15-19 years","2017-2019","Female",1
"Other","20-24 years","1975-2019","Male and female",220
"Other","20-24 years","1975-2019","Male",128
"Other","20-24 years","1975-2019","Female",92
"Other","20-24 years","1975-1977","Male and female",3
"Other","20-24 years","1975-1977","Male",1
"Other","20-24 years","1975-1977","Female",2
"Other","20-24 years","1975-1977","Male and female",3
"Other","20-24 years","1975-1977","Male",0
"Other","20-24 years","1975-1977","Female",3
"Other","20-24 years","1975-1977","Male and female",1
"Other","20-24 years","1975-1977","Male",1
"Other","20-24 years","1975-1977","Female",0
"Other","20-24 years","1978-1980","Male and female",3
"Other","20-24 years","1978-1980","Male",2
"Other","20-24 years","1978-1980","Female",1
"Other","20-24 years","1978-1980","Male and female",2
"Other","20-24 years","1978-1980","Male",2
"Other","20-24 years","1978-1980","Female",0
"Other","20-24 years","1978-1980","Male and female",3
"Other","20-24 years","1978-1980","Male",1
"Other","20-24 years","1978-1980","Female",2
"Other","20-24 years","1981-1983","Male and female",2
"Other","20-24 years","1981-1983","Male",1
"Other","20-24 years","1981-1983","Female",1
"Other","20-24 years","1981-1983","Male and female",6
"Other","20-24 years","1981-1983","Male",5
"Other","20-24 years","1981-1983","Female",1
"Other","20-24 years","1981-1983","Male and female",5
"Other","20-24 years","1981-1983","Male",4
"Other","20-24 years","1981-1983","Female",1
"Other","20-24 years","1984-1986","Male and female",0
"Other","20-24 years","1984-1986","Male",0
"Other","20-24 years","1984-1986","Female",0
"Other","20-24 years","1984-1986","Male and female",3
"Other","20-24 years","1984-1986","Male",1
"Other","20-24 years","1984-1986","Female",2
"Other","20-24 years","1984-1986","Male and female",2
"Other","20-24 years","1984-1986","Male",1
"Other","20-24 years","1984-1986","Female",1
"Other","20-24 years","1987-1989","Male and female",0
"Other","20-24 years","1987-1989","Male",0
"Other","20-24 years","1987-1989","Female",0
"Other","20-24 years","1987-1989","Male and female",3
"Other","20-24 years","1987-1989","Male",3
"Other","20-24 years","1987-1989","Female",0
"Other","20-24 years","1987-1989","Male and female",6
"Other","20-24 years","1987-1989","Male",4
"Other","20-24 years","1987-1989","Female",2
"Other","20-24 years","1990-1992","Male and female",3
"Other","20-24 years","1990-1992","Male",1
"Other","20-24 years","1990-1992","Female",2
"Other","20-24 years","1990-1992","Male and female",4
"Other","20-24 years","1990-1992","Male",2
"Other","20-24 years","1990-1992","Female",2
"Other","20-24 years","1990-1992","Male and female",9
"Other","20-24 years","1990-1992","Male",3
"Other","20-24 years","1990-1992","Female",6
"Other","20-24 years","1993-1995","Male and female",3
"Other","20-24 years","1993-1995","Male",2
"Other","20-24 years","1993-1995","Female",1
"Other","20-24 years","1993-1995","Male and female",2
"Other","20-24 years","1993-1995","Male",2
"Other","20-24 years","1993-1995","Female",0
"Other","20-24 years","1993-1995","Male and female",10
"Other","20-24 years","1993-1995","Male",7
"Other","20-24 years","1993-1995","Female",3
"Other","20-24 years","1996-1998","Male and female",3
"Other","20-24 years","1996-1998","Male",2
"Other","20-24 years","1996-1998","Female",1
"Other","20-24 years","1996-1998","Male and female",3
"Other","20-24 years","1996-1998","Male",1
"Other","20-24 years","1996-1998","Female",2
"Other","20-24 years","1996-1998","Male and female",4
"Other","20-24 years","1996-1998","Male",2
"Other","20-24 years","1996-1998","Female",2
"Other","20-24 years","1999-2001","Male and female",3
"Other","20-24 years","1999-2001","Male",3
"Other","20-24 years","1999-2001","Female",0
"Other","20-24 years","1999-2001","Male and female",4
"Other","20-24 years","1999-2001","Male",2
"Other","20-24 years","1999-2001","Female",2
"Other","20-24 years","1999-2001","Male and female",5
"Other","20-24 years","1999-2001","Male",4
"Other","20-24 years","1999-2001","Female",1
"Other","20-24 years","2002-2004","Male and female",7
"Other","20-24 years","2002-2004","Male",4
"Other","20-24 years","2002-2004","Female",3
"Other","20-24 years","2002-2004","Male and female",4
"Other","20-24 years","2002-2004","Male",3
"Other","20-24 years","2002-2004","Female",1
"Other","20-24 years","2002-2004","Male and female",6
"Other","20-24 years","2002-2004","Male",3
"Other","20-24 years","2002-2004","Female",3
"Other","20-24 years","2005-2007","Male and female",7
"Other","20-24 years","2005-2007","Male",2
"Other","20-24 years","2005-2007","Female",5
"Other","20-24 years","2005-2007","Male and female",5
"Other","20-24 years","2005-2007","Male",4
"Other","20-24 years","2005-2007","Female",1
"Other","20-24 years","2005-2007","Male and female",5
"Other","20-24 years","2005-2007","Male",1
"Other","20-24 years","2005-2007","Female",4
"Other","20-24 years","2008-2010","Male and female",7
"Other","20-24 years","2008-2010","Male",5
"Other","20-24 years","2008-2010","Female",2
"Other","20-24 years","2008-2010","Male and female",7
"Other","20-24 years","2008-2010","Male",3
"Other","20-24 years","2008-2010","Female",4
"Other","20-24 years","2008-2010","Male and female",8
"Other","20-24 years","2008-2010","Male",3
"Other","20-24 years","2008-2010","Female",5
"Other","20-24 years","2011-2013","Male and female",14
"Other","20-24 years","2011-2013","Male",8
"Other","20-24 years","2011-2013","Female",6
"Other","20-24 years","2011-2013","Male and female",3
"Other","20-24 years","2011-2013","Male",3
"Other","20-24 years","2011-2013","Female",0
"Other","20-24 years","2011-2013","Male and female",5
"Other","20-24 years","2011-2013","Male",4
"Other","20-24 years","2011-2013","Female",1
"Other","20-24 years","2014-2016","Male and female",3
"Other","20-24 years","2014-2016","Male",3
"Other","20-24 years","2014-2016","Female",0
"Other","20-24 years","2014-2016","Male and female",7
"Other","20-24 years","2014-2016","Male",4
"Other","20-24 years","2014-2016","Female",3
"Other","20-24 years","2014-2016","Male and female",11
"Other","20-24 years","2014-2016","Male",5
"Other","20-24 years","2014-2016","Female",6
"Other","20-24 years","2017-2019","Male and female",8
"Other","20-24 years","2017-2019","Male",4
"Other","20-24 years","2017-2019","Female",4
"Other","20-24 years","2017-2019","Male and female",9
"Other","20-24 years","2017-2019","Male",6
"Other","20-24 years","2017-2019","Female",3
"Other","20-24 years","2017-2019","Male and female",9
"Other","20-24 years","2017-2019","Male",6
"Other","20-24 years","2017-2019","Female",3
"Other","25-29 years","1975-2019","Male and female",240
"Other","25-29 years","1975-2019","Male",140
"Other","25-29 years","1975-2019","Female",100
"Other","25-29 years","1975-1977","Male and female",2
"Other","25-29 years","1975-1977","Male",2
"Other","25-29 years","1975-1977","Female",0
"Other","25-29 years","1975-1977","Male and female",3
"Other","25-29 years","1975-1977","Male",2
"Other","25-29 years","1975-1977","Female",1
"Other","25-29 years","1975-1977","Male and female",0
"Other","25-29 years","1975-1977","Male",0
"Other","25-29 years","1975-1977","Female",0
"Other","25-29 years","1978-1980","Male and female",2
"Other","25-29 years","1978-1980","Male",2
"Other","25-29 years","1978-1980","Female",0
"Other","25-29 years","1978-1980","Male and female",2
"Other","25-29 years","1978-1980","Male",1
"Other","25-29 years","1978-1980","Female",1
"Other","25-29 years","1978-1980","Male and female",4
"Other","25-29 years","1978-1980","Male",2
"Other","25-29 years","1978-1980","Female",2
"Other","25-29 years","1981-1983","Male and female",3
"Other","25-29 years","1981-1983","Male",1
"Other","25-29 years","1981-1983","Female",2
"Other","25-29 years","1981-1983","Male and female",7
"Other","25-29 years","1981-1983","Male",5
"Other","25-29 years","1981-1983","Female",2
"Other","25-29 years","1981-1983","Male and female",1
"Other","25-29 years","1981-1983","Male",1
"Other","25-29 years","1981-1983","Female",0
"Other","25-29 years","1984-1986","Male and female",5
"Other","25-29 years","1984-1986","Male",2
"Other","25-29 years","1984-1986","Female",3
"Other","25-29 years","1984-1986","Male and female",6
"Other","25-29 years","1984-1986","Male",4
"Other","25-29 years","1984-1986","Female",2
"Other","25-29 years","1984-1986","Male and female",2
"Other","25-29 years","1984-1986","Male",1
"Other","25-29 years","1984-1986","Female",1
"Other","25-29 years","1987-1989","Male and female",3
"Other","25-29 years","1987-1989","Male",2
"Other","25-29 years","1987-1989","Female",1
"Other","25-29 years","1987-1989","Male and female",1
"Other","25-29 years","1987-1989","Male",0
"Other","25-29 years","1987-1989","Female",1
"Other","25-29 years","1987-1989","Male and female",4
"Other","25-29 years","1987-1989","Male",3
"Other","25-29 years","1987-1989","Female",1
"Other","25-29 years","1990-1992","Male and female",3
"Other","25-29 years","1990-1992","Male",3
"Other","25-29 years","1990-1992","Female",0
"Other","25-29 years","1990-1992","Male and female",3
"Other","25-29 years","1990-1992","Male",1
"Other","25-29 years","1990-1992","Female",2
"Other","25-29 years","1990-1992","Male and female",10
"Other","25-29 years","1990-1992","Male",6
"Other","25-29 years","1990-1992","Female",4
"Other","25-29 years","1993-1995","Male and female",4
"Other","25-29 years","1993-1995","Male",2
"Other","25-29 years","1993-1995","Female",2
"Other","25-29 years","1993-1995","Male and female",8
"Other","25-29 years","1993-1995","Male",2
"Other","25-29 years","1993-1995","Female",6
"Other","25-29 years","1993-1995","Male and female",5
"Other","25-29 years","1993-1995","Male",3
"Other","25-29 years","1993-1995","Female",2
"Other","25-29 years","1996-1998","Male and female",3
"Other","25-29 years","1996-1998","Male",3
"Other","25-29 years","1996-1998","Female",0
"Other","25-29 years","1996-1998","Male and female",6
"Other","25-29 years","1996-1998","Male",5
"Other","25-29 years","1996-1998","Female",1
"Other","25-29 years","1996-1998","Male and female",5
"Other","25-29 years","1996-1998","Male",3
"Other","25-29 years","1996-1998","Female",2
"Other","25-29 years","1999-2001","Male and female",10
"Other","25-29 years","1999-2001","Male",6
"Other","25-29 years","1999-2001","Female",4
"Other","25-29 years","1999-2001","Male and female",3
"Other","25-29 years","1999-2001","Male",2
"Other","25-29 years","1999-2001","Female",1
"Other","25-29 years","1999-2001","Male and female",6
"Other","25-29 years","1999-2001","Male",3
"Other","25-29 years","1999-2001","Female",3
"Other","25-29 years","2002-2004","Male and female",3
"Other","25-29 years","2002-2004","Male",2
"Other","25-29 years","2002-2004","Female",1
"Other","25-29 years","2002-2004","Male and female",7
"Other","25-29 years","2002-2004","Male",4
"Other","25-29 years","2002-2004","Female",3
"Other","25-29 years","2002-2004","Male and female",3
"Other","25-29 years","2002-2004","Male",2
"Other","25-29 years","2002-2004","Female",1
"Other","25-29 years","2005-2007","Male and female",3
"Other","25-29 years","2005-2007","Male",3
"Other","25-29 years","2005-2007","Female",0
"Other","25-29 years","2005-2007","Male and female",9
"Other","25-29 years","2005-2007","Male",5
"Other","25-29 years","2005-2007","Female",4
"Other","25-29 years","2005-2007","Male and female",8
"Other","25-29 years","2005-2007","Male",3
"Other","25-29 years","2005-2007","Female",5
"Other","25-29 years","2008-2010","Male and female",9
"Other","25-29 years","2008-2010","Male",5
"Other","25-29 years","2008-2010","Female",4
"Other","25-29 years","2008-2010","Male and female",3
"Other","25-29 years","2008-2010","Male",2
"Other","25-29 years","2008-2010","Female",1
"Other","25-29 years","2008-2010","Male and female",5
"Other","25-29 years","2008-2010","Male",4
"Other","25-29 years","2008-2010","Female",1
"Other","25-29 years","2011-2013","Male and female",6
"Other","25-29 years","2011-2013","Male",3
"Other","25-29 years","2011-2013","Female",3
"Other","25-29 years","2011-2013","Male and female",0
"Other","25-29 years","2011-2013","Male",0
"Other","25-29 years","2011-2013","Female",0
"Other","25-29 years","2011-2013","Male and female",10
"Other","25-29 years","2011-2013","Male",6
"Other","25-29 years","2011-2013","Female",4
"Other","25-29 years","2014-2016","Male and female",12
"Other","25-29 years","2014-2016","Male",7
"Other","25-29 years","2014-2016","Female",5
"Other","25-29 years","2014-2016","Male and female",9
"Other","25-29 years","2014-2016","Male",5
"Other","25-29 years","2014-2016","Female",4
"Other","25-29 years","2014-2016","Male and female",12
"Other","25-29 years","2014-2016","Male",5
"Other","25-29 years","2014-2016","Female",7
"Other","25-29 years","2017-2019","Male and female",16
"Other","25-29 years","2017-2019","Male",11
"Other","25-29 years","2017-2019","Female",5
"Other","25-29 years","2017-2019","Male and female",5
"Other","25-29 years","2017-2019","Male",3
"Other","25-29 years","2017-2019","Female",2
"Other","25-29 years","2017-2019","Male and female",9
"Other","25-29 years","2017-2019","Male",3
"Other","25-29 years","2017-2019","Female",6
"Other","30-34 years","1975-2019","Male and female",273
"Other","30-34 years","1975-2019","Male",149
"Other","30-34 years","1975-2019","Female",124
"Other","30-34 years","1975-1977","Male and female",3
"Other","30-34 years","1975-1977","Male",0
"Other","30-34 years","1975-1977","Female",3
"Other","30-34 years","1975-1977","Male and female",3
"Other","30-34 years","1975-1977","Male",1
"Other","30-34 years","1975-1977","Female",2
"Other","30-34 years","1975-1977","Male and female",3
"Other","30-34 years","1975-1977","Male",0
"Other","30-34 years","1975-1977","Female",3
"Other","30-34 years","1978-1980","Male and female",3
"Other","30-34 years","1978-1980","Male",3
"Other","30-34 years","1978-1980","Female",0
"Other","30-34 years","1978-1980","Male and female",5
"Other","30-34 years","1978-1980","Male",3
"Other","30-34 years","1978-1980","Female",2
"Other","30-34 years","1978-1980","Male and female",2
"Other","30-34 years","1978-1980","Male",1
"Other","30-34 years","1978-1980","Female",1
"Other","30-34 years","1981-1983","Male and female",2
"Other","30-34 years","1981-1983","Male",0
"Other","30-34 years","1981-1983","Female",2
"Other","30-34 years","1981-1983","Male and female",4
"Other","30-34 years","1981-1983","Male",2
"Other","30-34 years","1981-1983","Female",2
"Other","30-34 years","1981-1983","Male and female",2
"Other","30-34 years","1981-1983","Male",1
"Other","30-34 years","1981-1983","Female",1
"Other","30-34 years","1984-1986","Male and female",5
"Other","30-34 years","1984-1986","Male",2
"Other","30-34 years","1984-1986","Female",3
"Other","30-34 years","1984-1986","Male and female",2
"Other","30-34 years","1984-1986","Male",1
"Other","30-34 years","1984-1986","Female",1
"Other","30-34 years","1984-1986","Male and female",5
"Other","30-34 years","1984-1986","Male",4
"Other","30-34 years","1984-1986","Female",1
"Other","30-34 years","1987-1989","Male and female",2
"Other","30-34 years","1987-1989","Male",0
"Other","30-34 years","1987-1989","Female",2
"Other","30-34 years","1987-1989","Male and female",4
"Other","30-34 years","1987-1989","Male",2
"Other","30-34 years","1987-1989","Female",2
"Other","30-34 years","1987-1989","Male and female",6
"Other","30-34 years","1987-1989","Male",3
"Other","30-34 years","1987-1989","Female",3
"Other","30-34 years","1990-1992","Male and female",7
"Other","30-34 years","1990-1992","Male",4
"Other","30-34 years","1990-1992","Female",3
"Other","30-34 years","1990-1992","Male and female",1
"Other","30-34 years","1990-1992","Male",1
"Other","30-34 years","1990-1992","Female",0
"Other","30-34 years","1990-1992","Male and female",3
"Other","30-34 years","1990-1992","Male",2
"Other","30-34 years","1990-1992","Female",1
"Other","30-34 years","1993-1995","Male and female",6
"Other","30-34 years","1993-1995","Male",5
"Other","30-34 years","1993-1995","Female",1
"Other","30-34 years","1993-1995","Male and female",6
"Other","30-34 years","1993-1995","Male",3
"Other","30-34 years","1993-1995","Female",3
"Other","30-34 years","1993-1995","Male and female",9
"Other","30-34 years","1993-1995","Male",4
"Other","30-34 years","1993-1995","Female",5
"Other","30-34 years","1996-1998","Male and female",4
"Other","30-34 years","1996-1998","Male",1
"Other","30-34 years","1996-1998","Female",3
"Other","30-34 years","1996-1998","Male and female",3
"Other","30-34 years","1996-1998","Male",2
"Other","30-34 years","1996-1998","Female",1
"Other","30-34 years","1996-1998","Male and female",5
"Other","30-34 years","1996-1998","Male",5
"Other","30-34 years","1996-1998","Female",0
"Other","30-34 years","1999-2001","Male and female",4
"Other","30-34 years","1999-2001","Male",2
"Other","30-34 years","1999-2001","Female",2
"Other","30-34 years","1999-2001","Male and female",13
"Other","30-34 years","1999-2001","Male",8
"Other","30-34 years","1999-2001","Female",5
"Other","30-34 years","1999-2001","Male and female",6
"Other","30-34 years","1999-2001","Male",3
"Other","30-34 years","1999-2001","Female",3
"Other","30-34 years","2002-2004","Male and female",8
"Other","30-34 years","2002-2004","Male",5
"Other","30-34 years","2002-2004","Female",3
"Other","30-34 years","2002-2004","Male and female",7
"Other","30-34 years","2002-2004","Male",4
"Other","30-34 years","2002-2004","Female",3
"Other","30-34 years","2002-2004","Male and female",7
"Other","30-34 years","2002-2004","Male",4
"Other","30-34 years","2002-2004","Female",3
"Other","30-34 years","2005-2007","Male and female",6
"Other","30-34 years","2005-2007","Male",4
"Other","30-34 years","2005-2007","Female",2
"Other","30-34 years","2005-2007","Male and female",6
"Other","30-34 years","2005-2007","Male",5
"Other","30-34 years","2005-2007","Female",1
"Other","30-34 years","2005-2007","Male and female",6
"Other","30-34 years","2005-2007","Male",5
"Other","30-34 years","2005-2007","Female",1
"Other","30-34 years","2008-2010","Male and female",6
"Other","30-34 years","2008-2010","Male",4
"Other","30-34 years","2008-2010","Female",2
"Other","30-34 years","2008-2010","Male and female",10
"Other","30-34 years","2008-2010","Male",2
"Other","30-34 years","2008-2010","Female",8
"Other","30-34 years","2008-2010","Male and female",8
"Other","30-34 years","2008-2010","Male",5
"Other","30-34 years","2008-2010","Female",3
"Other","30-34 years","2011-2013","Male and female",9
"Other","30-34 years","2011-2013","Male",7
"Other","30-34 years","2011-2013","Female",2
"Other","30-34 years","2011-2013","Male and female",15
"Other","30-34 years","2011-2013","Male",9
"Other","30-34 years","2011-2013","Female",6
"Other","30-34 years","2011-2013","Male and female",10
"Other","30-34 years","2011-2013","Male",1
"Other","30-34 years","2011-2013","Female",9
"Other","30-34 years","2014-2016","Male and female",5
"Other","30-34 years","2014-2016","Male",3
"Other","30-34 years","2014-2016","Female",2
"Other","30-34 years","2014-2016","Male and female",11
"Other","30-34 years","2014-2016","Male",9
"Other","30-34 years","2014-2016","Female",2
"Other","30-34 years","2014-2016","Male and female",17
"Other","30-34 years","2014-2016","Male",5
"Other","30-34 years","2014-2016","Female",12
"Other","30-34 years","2017-2019","Male and female",10
"Other","30-34 years","2017-2019","Male",4
"Other","30-34 years","2017-2019","Female",6
"Other","30-34 years","2017-2019","Male and female",6
"Other","30-34 years","2017-2019","Male",5
"Other","30-34 years","2017-2019","Female",1
"Other","30-34 years","2017-2019","Male and female",8
"Other","30-34 years","2017-2019","Male",5
"Other","30-34 years","2017-2019","Female",3
"Other","35-39 years","1975-2019","Male and female",349
"Other","35-39 years","1975-2019","Male",210
"Other","35-39 years","1975-2019","Female",139
"Other","35-39 years","1975-1977","Male and female",4
"Other","35-39 years","1975-1977","Male",3
"Other","35-39 years","1975-1977","Female",1
"Other","35-39 years","1975-1977","Male and female",3
"Other","35-39 years","1975-1977","Male",3
"Other","35-39 years","1975-1977","Female",0
"Other","35-39 years","1975-1977","Male and female",2
"Other","35-39 years","1975-1977","Male",2
"Other","35-39 years","1975-1977","Female",0
"Other","35-39 years","1978-1980","Male and female",5
"Other","35-39 years","1978-1980","Male",2
"Other","35-39 years","1978-1980","Female",3
"Other","35-39 years","1978-1980","Male and female",3
"Other","35-39 years","1978-1980","Male",1
"Other","35-39 years","1978-1980","Female",2
"Other","35-39 years","1978-1980","Male and female",3
"Other","35-39 years","1978-1980","Male",3
"Other","35-39 years","1978-1980","Female",0
"Other","35-39 years","1981-1983","Male and female",3
"Other","35-39 years","1981-1983","Male",1
"Other","35-39 years","1981-1983","Female",2
"Other","35-39 years","1981-1983","Male and female",3
"Other","35-39 years","1981-1983","Male",2
"Other","35-39 years","1981-1983","Female",1
"Other","35-39 years","1981-1983","Male and female",3
"Other","35-39 years","1981-1983","Male",2
"Other","35-39 years","1981-1983","Female",1
