Race,Age.Group,Year.of.Death,Sex,State,Count
Black,75-79 years,2016-2020,Male,Texas,33
Black,75-79 years,2016-2020,Male,Utah, 
Black,75-79 years,2016-2020,Male,Washington, 
Black,75-79 years,2016-2020,Female,Arizona, 
Black,75-79 years,2016-2020,Female,California,35
Black,75-79 years,2016-2020,Female,Connecticut, 
Black,75-79 years,2016-2020,Female,Georgia,42
Black,75-79 years,2016-2020,Female,Illinois,39
Black,75-79 years,2016-2020,Female,Iowa, 
Black,75-79 years,2016-2020,Female,Kentucky, 
Black,75-79 years,2016-2020,Female,Louisiana,27
Black,75-79 years,2016-2020,Female,Massachusetts, 
Black,75-79 years,2016-2020,Female,New Jersey, 
Black,75-79 years,2016-2020,Female,New Mexico, 
Black,75-79 years,2016-2020,Female,New York,41
Black,75-79 years,2016-2020,Female,Texas,39
Black,75-79 years,2016-2020,Female,Utah, 
Black,75-79 years,2016-2020,Female,Washington, 
Black,80-84 years,1969-2019,Male and female,Arizona,29
Black,80-84 years,1969-2019,Male and female,California,501
Black,80-84 years,1969-2019,Male and female,Connecticut,46
Black,80-84 years,1969-2019,Male and female,Georgia,444
Black,80-84 years,1969-2019,Male and female,Illinois,399
Black,80-84 years,1969-2019,Male and female,Iowa,16
Black,80-84 years,1969-2019,Male and female,Kentucky,92
Black,80-84 years,1969-2019,Male and female,Louisiana,330
Black,80-84 years,1969-2019,Male and female,Massachusetts,70
Black,80-84 years,1969-2019,Male and female,New Jersey,237
Black,80-84 years,1969-2019,Male and female,New Mexico, 
Black,80-84 years,1969-2019,Male and female,New York,506
Black,80-84 years,1969-2019,Male and female,Texas,533
Black,80-84 years,1969-2019,Male and female,Utah, 
Black,80-84 years,1969-2019,Male and female,Washington,27
Black,80-84 years,1969-2019,Male,Arizona,19
Black,80-84 years,1969-2019,Male,California,257
Black,80-84 years,1969-2019,Male,Connecticut,27
Black,80-84 years,1969-2019,Male,Georgia,188
Black,80-84 years,1969-2019,Male,Illinois,182
Black,80-84 years,1969-2019,Male,Iowa,12
Black,80-84 years,1969-2019,Male,Kentucky,60
Black,80-84 years,1969-2019,Male,Louisiana,168
Black,80-84 years,1969-2019,Male,Massachusetts,29
Black,80-84 years,1969-2019,Male,New Jersey,107
Black,80-84 years,1969-2019,Male,New Mexico, 
Black,80-84 years,1969-2019,Male,New York,225
Black,80-84 years,1969-2019,Male,Texas,271
Black,80-84 years,1969-2019,Male,Utah, 
Black,80-84 years,1969-2019,Male,Washington,13
Black,80-84 years,1969-2019,Female,Arizona,10
Black,80-84 years,1969-2019,Female,California,244
Black,80-84 years,1969-2019,Female,Connecticut,19
Black,80-84 years,1969-2019,Female,Georgia,256
Black,80-84 years,1969-2019,Female,Illinois,217
Black,80-84 years,1969-2019,Female,Iowa, 
Black,80-84 years,1969-2019,Female,Kentucky,32
Black,80-84 years,1969-2019,Female,Louisiana,162
Black,80-84 years,1969-2019,Female,Massachusetts,41
Black,80-84 years,1969-2019,Female,New Jersey,130
Black,80-84 years,1969-2019,Female,New Mexico, 
Black,80-84 years,1969-2019,Female,New York,281
Black,80-84 years,1969-2019,Female,Texas,262
Black,80-84 years,1969-2019,Female,Utah, 
Black,80-84 years,1969-2019,Female,Washington,14
Black,80-84 years,1969-1971,Male and female,Arizona, 
Black,80-84 years,1969-1971,Male and female,California, 
Black,80-84 years,1969-1971,Male and female,Connecticut, 
Black,80-84 years,1969-1971,Male and female,Georgia, 
Black,80-84 years,1969-1971,Male and female,Illinois, 
Black,80-84 years,1969-1971,Male and female,Iowa, 
Black,80-84 years,1969-1971,Male and female,Kentucky, 
Black,80-84 years,1969-1971,Male and female,Louisiana, 
Black,80-84 years,1969-1971,Male and female,Massachusetts, 
Black,80-84 years,1969-1971,Male and female,New Jersey, 
Black,80-84 years,1969-1971,Male and female,New Mexico, 
Black,80-84 years,1969-1971,Male and female,New York,11
Black,80-84 years,1969-1971,Male and female,Texas, 
Black,80-84 years,1969-1971,Male and female,Utah, 
Black,80-84 years,1969-1971,Male and female,Washington, 
Black,80-84 years,1969-1971,Male,Arizona, 
Black,80-84 years,1969-1971,Male,California, 
Black,80-84 years,1969-1971,Male,Connecticut, 
Black,80-84 years,1969-1971,Male,Georgia, 
Black,80-84 years,1969-1971,Male,Illinois, 
Black,80-84 years,1969-1971,Male,Iowa, 
Black,80-84 years,1969-1971,Male,Kentucky, 
Black,80-84 years,1969-1971,Male,Louisiana, 
Black,80-84 years,1969-1971,Male,Massachusetts, 
Black,80-84 years,1969-1971,Male,New Jersey, 
Black,80-84 years,1969-1971,Male,New Mexico, 
Black,80-84 years,1969-1971,Male,New York, 
Black,80-84 years,1969-1971,Male,Texas, 
Black,80-84 years,1969-1971,Male,Utah, 
Black,80-84 years,1969-1971,Male,Washington, 
Black,80-84 years,1969-1971,Female,Arizona, 
Black,80-84 years,1969-1971,Female,California, 
Black,80-84 years,1969-1971,Female,Connecticut, 
Black,80-84 years,1969-1971,Female,Georgia, 
Black,80-84 years,1969-1971,Female,Illinois, 
Black,80-84 years,1969-1971,Female,Iowa, 
Black,80-84 years,1969-1971,Female,Kentucky, 
Black,80-84 years,1969-1971,Female,Louisiana, 
Black,80-84 years,1969-1971,Female,Massachusetts, 
Black,80-84 years,1969-1971,Female,New Jersey, 
Black,80-84 years,1969-1971,Female,New Mexico, 
Black,80-84 years,1969-1971,Female,New York, 
Black,80-84 years,1969-1971,Female,Texas, 
Black,80-84 years,1969-1971,Female,Utah, 
Black,80-84 years,1969-1971,Female,Washington, 
Black,80-84 years,1972-1974,Male and female,Arizona, 
Black,80-84 years,1972-1974,Male and female,California,18
Black,80-84 years,1972-1974,Male and female,Connecticut, 
Black,80-84 years,1972-1974,Male and female,Georgia, 
Black,80-84 years,1972-1974,Male and female,Illinois, 
Black,80-84 years,1972-1974,Male and female,Iowa, 
Black,80-84 years,1972-1974,Male and female,Kentucky, 
Black,80-84 years,1972-1974,Male and female,Louisiana,13
Black,80-84 years,1972-1974,Male and female,Massachusetts, 
Black,80-84 years,1972-1974,Male and female,New Jersey, 
Black,80-84 years,1972-1974,Male and female,New Mexico, 
Black,80-84 years,1972-1974,Male and female,New York,10
Black,80-84 years,1972-1974,Male and female,Texas,16
Black,80-84 years,1972-1974,Male and female,Utah, 
Black,80-84 years,1972-1974,Male and female,Washington, 
Black,80-84 years,1972-1974,Male,Arizona, 
Black,80-84 years,1972-1974,Male,California, 
Black,80-84 years,1972-1974,Male,Connecticut, 
Black,80-84 years,1972-1974,Male,Georgia, 
Black,80-84 years,1972-1974,Male,Illinois, 
Black,80-84 years,1972-1974,Male,Iowa, 
Black,80-84 years,1972-1974,Male,Kentucky, 
Black,80-84 years,1972-1974,Male,Louisiana, 
Black,80-84 years,1972-1974,Male,Massachusetts, 
Black,80-84 years,1972-1974,Male,New Jersey, 
Black,80-84 years,1972-1974,Male,New Mexico, 
Black,80-84 years,1972-1974,Male,New York, 
Black,80-84 years,1972-1974,Male,Texas,11
Black,80-84 years,1972-1974,Male,Utah, 
Black,80-84 years,1972-1974,Male,Washington, 
Black,80-84 years,1972-1974,Female,Arizona, 
Black,80-84 years,1972-1974,Female,California, 
Black,80-84 years,1972-1974,Female,Connecticut, 
Black,80-84 years,1972-1974,Female,Georgia, 
Black,80-84 years,1972-1974,Female,Illinois, 
Black,80-84 years,1972-1974,Female,Iowa, 
Black,80-84 years,1972-1974,Female,Kentucky, 
Black,80-84 years,1972-1974,Female,Louisiana, 
Black,80-84 years,1972-1974,Female,Massachusetts, 
Black,80-84 years,1972-1974,Female,New Jersey, 
Black,80-84 years,1972-1974,Female,New Mexico, 
Black,80-84 years,1972-1974,Female,New York, 
Black,80-84 years,1972-1974,Female,Texas, 
Black,80-84 years,1972-1974,Female,Utah, 
Black,80-84 years,1972-1974,Female,Washington, 
Black,80-84 years,1975-1977,Male and female,Arizona, 
Black,80-84 years,1975-1977,Male and female,California,12
Black,80-84 years,1975-1977,Male and female,Connecticut, 
Black,80-84 years,1975-1977,Male and female,Georgia, 
Black,80-84 years,1975-1977,Male and female,Illinois,14
Black,80-84 years,1975-1977,Male and female,Iowa, 
Black,80-84 years,1975-1977,Male and female,Kentucky, 
Black,80-84 years,1975-1977,Male and female,Louisiana,12
Black,80-84 years,1975-1977,Male and female,Massachusetts, 
Black,80-84 years,1975-1977,Male and female,New Jersey,10
Black,80-84 years,1975-1977,Male and female,New Mexico, 
Black,80-84 years,1975-1977,Male and female,New York,15
Black,80-84 years,1975-1977,Male and female,Texas, 
Black,80-84 years,1975-1977,Male and female,Utah, 
Black,80-84 years,1975-1977,Male and female,Washington, 
Black,80-84 years,1975-1977,Male,Arizona, 
Black,80-84 years,1975-1977,Male,California, 
Black,80-84 years,1975-1977,Male,Connecticut, 
Black,80-84 years,1975-1977,Male,Georgia, 
Black,80-84 years,1975-1977,Male,Illinois, 
Black,80-84 years,1975-1977,Male,Iowa, 
Black,80-84 years,1975-1977,Male,Kentucky, 
Black,80-84 years,1975-1977,Male,Louisiana, 
Black,80-84 years,1975-1977,Male,Massachusetts, 
Black,80-84 years,1975-1977,Male,New Jersey, 
Black,80-84 years,1975-1977,Male,New Mexico, 
Black,80-84 years,1975-1977,Male,New York, 
Black,80-84 years,1975-1977,Male,Texas, 
Black,80-84 years,1975-1977,Male,Utah, 
Black,80-84 years,1975-1977,Male,Washington, 
Black,80-84 years,1975-1977,Female,Arizona, 
Black,80-84 years,1975-1977,Female,California, 
Black,80-84 years,1975-1977,Female,Connecticut, 
Black,80-84 years,1975-1977,Female,Georgia, 
Black,80-84 years,1975-1977,Female,Illinois, 
Black,80-84 years,1975-1977,Female,Iowa, 
Black,80-84 years,1975-1977,Female,Kentucky, 
Black,80-84 years,1975-1977,Female,Louisiana, 
Black,80-84 years,1975-1977,Female,Massachusetts, 
Black,80-84 years,1975-1977,Female,New Jersey, 
Black,80-84 years,1975-1977,Female,New Mexico, 
Black,80-84 years,1975-1977,Female,New York, 
Black,80-84 years,1975-1977,Female,Texas, 
Black,80-84 years,1975-1977,Female,Utah, 
Black,80-84 years,1975-1977,Female,Washington, 
Black,80-84 years,1978-1980,Male and female,Arizona, 
Black,80-84 years,1978-1980,Male and female,California,16
Black,80-84 years,1978-1980,Male and female,Connecticut, 
Black,80-84 years,1978-1980,Male and female,Georgia, 
Black,80-84 years,1978-1980,Male and female,Illinois,19
Black,80-84 years,1978-1980,Male and female,Iowa, 
Black,80-84 years,1978-1980,Male and female,Kentucky, 
Black,80-84 years,1978-1980,Male and female,Louisiana,11
Black,80-84 years,1978-1980,Male and female,Massachusetts, 
Black,80-84 years,1978-1980,Male and female,New Jersey,10
Black,80-84 years,1978-1980,Male and female,New Mexico, 
Black,80-84 years,1978-1980,Male and female,New York,15
Black,80-84 years,1978-1980,Male and female,Texas,18
Black,80-84 years,1978-1980,Male and female,Utah, 
Black,80-84 years,1978-1980,Male and female,Washington, 
Black,80-84 years,1978-1980,Male,Arizona, 
Black,80-84 years,1978-1980,Male,California,11
Black,80-84 years,1978-1980,Male,Connecticut, 
Black,80-84 years,1978-1980,Male,Georgia, 
Black,80-84 years,1978-1980,Male,Illinois, 
Black,80-84 years,1978-1980,Male,Iowa, 
Black,80-84 years,1978-1980,Male,Kentucky, 
Black,80-84 years,1978-1980,Male,Louisiana, 
Black,80-84 years,1978-1980,Male,Massachusetts, 
Black,80-84 years,1978-1980,Male,New Jersey, 
Black,80-84 years,1978-1980,Male,New Mexico, 
Black,80-84 years,1978-1980,Male,New York, 
Black,80-84 years,1978-1980,Male,Texas,13
Black,80-84 years,1978-1980,Male,Utah, 
Black,80-84 years,1978-1980,Male,Washington, 
Black,80-84 years,1978-1980,Female,Arizona, 
Black,80-84 years,1978-1980,Female,California, 
Black,80-84 years,1978-1980,Female,Connecticut, 
Black,80-84 years,1978-1980,Female,Georgia, 
Black,80-84 years,1978-1980,Female,Illinois,10
Black,80-84 years,1978-1980,Female,Iowa, 
Black,80-84 years,1978-1980,Female,Kentucky, 
Black,80-84 years,1978-1980,Female,Louisiana, 
Black,80-84 years,1978-1980,Female,Massachusetts, 
Black,80-84 years,1978-1980,Female,New Jersey, 
Black,80-84 years,1978-1980,Female,New Mexico, 
Black,80-84 years,1978-1980,Female,New York, 
Black,80-84 years,1978-1980,Female,Texas, 
Black,80-84 years,1978-1980,Female,Utah, 
Black,80-84 years,1978-1980,Female,Washington, 
Black,80-84 years,1981-1983,Male and female,Arizona, 
Black,80-84 years,1981-1983,Male and female,California,20
Black,80-84 years,1981-1983,Male and female,Connecticut, 
Black,80-84 years,1981-1983,Male and female,Georgia,19
Black,80-84 years,1981-1983,Male and female,Illinois,10
Black,80-84 years,1981-1983,Male and female,Iowa, 
Black,80-84 years,1981-1983,Male and female,Kentucky, 
Black,80-84 years,1981-1983,Male and female,Louisiana,13
Black,80-84 years,1981-1983,Male and female,Massachusetts, 
Black,80-84 years,1981-1983,Male and female,New Jersey,12
Black,80-84 years,1981-1983,Male and female,New Mexico, 
Black,80-84 years,1981-1983,Male and female,New York,15
Black,80-84 years,1981-1983,Male and female,Texas,21
Black,80-84 years,1981-1983,Male and female,Utah, 
Black,80-84 years,1981-1983,Male and female,Washington, 
Black,80-84 years,1981-1983,Male,Arizona, 
Black,80-84 years,1981-1983,Male,California,11
Black,80-84 years,1981-1983,Male,Connecticut, 
Black,80-84 years,1981-1983,Male,Georgia, 
Black,80-84 years,1981-1983,Male,Illinois, 
Black,80-84 years,1981-1983,Male,Iowa, 
Black,80-84 years,1981-1983,Male,Kentucky, 
Black,80-84 years,1981-1983,Male,Louisiana, 
Black,80-84 years,1981-1983,Male,Massachusetts, 
Black,80-84 years,1981-1983,Male,New Jersey, 
Black,80-84 years,1981-1983,Male,New Mexico, 
Black,80-84 years,1981-1983,Male,New York, 
Black,80-84 years,1981-1983,Male,Texas, 
Black,80-84 years,1981-1983,Male,Utah, 
Black,80-84 years,1981-1983,Male,Washington, 
Black,80-84 years,1981-1983,Female,Arizona, 
Black,80-84 years,1981-1983,Female,California, 
Black,80-84 years,1981-1983,Female,Connecticut, 
Black,80-84 years,1981-1983,Female,Georgia,12
Black,80-84 years,1981-1983,Female,Illinois, 
Black,80-84 years,1981-1983,Female,Iowa, 
Black,80-84 years,1981-1983,Female,Kentucky, 
Black,80-84 years,1981-1983,Female,Louisiana, 
Black,80-84 years,1981-1983,Female,Massachusetts, 
Black,80-84 years,1981-1983,Female,New Jersey, 
Black,80-84 years,1981-1983,Female,New Mexico, 
Black,80-84 years,1981-1983,Female,New York, 
Black,80-84 years,1981-1983,Female,Texas,12
Black,80-84 years,1981-1983,Female,Utah, 
Black,80-84 years,1981-1983,Female,Washington, 
Black,80-84 years,1984-1986,Male and female,Arizona, 
Black,80-84 years,1984-1986,Male and female,California,31
Black,80-84 years,1984-1986,Male and female,Connecticut, 
Black,80-84 years,1984-1986,Male and female,Georgia,12
Black,80-84 years,1984-1986,Male and female,Illinois,25
Black,80-84 years,1984-1986,Male and female,Iowa, 
Black,80-84 years,1984-1986,Male and female,Kentucky, 
Black,80-84 years,1984-1986,Male and female,Louisiana,16
Black,80-84 years,1984-1986,Male and female,Massachusetts, 
Black,80-84 years,1984-1986,Male and female,New Jersey,11
Black,80-84 years,1984-1986,Male and female,New Mexico, 
Black,80-84 years,1984-1986,Male and female,New York,30
Black,80-84 years,1984-1986,Male and female,Texas,30
Black,80-84 years,1984-1986,Male and female,Utah, 
Black,80-84 years,1984-1986,Male and female,Washington, 
Black,80-84 years,1984-1986,Male,Arizona, 
Black,80-84 years,1984-1986,Male,California,16
Black,80-84 years,1984-1986,Male,Connecticut, 
Black,80-84 years,1984-1986,Male,Georgia, 
Black,80-84 years,1984-1986,Male,Illinois,11
Black,80-84 years,1984-1986,Male,Iowa, 
Black,80-84 years,1984-1986,Male,Kentucky, 
Black,80-84 years,1984-1986,Male,Louisiana,10
Black,80-84 years,1984-1986,Male,Massachusetts, 
Black,80-84 years,1984-1986,Male,New Jersey, 
Black,80-84 years,1984-1986,Male,New Mexico, 
Black,80-84 years,1984-1986,Male,New York,11
Black,80-84 years,1984-1986,Male,Texas,18
Black,80-84 years,1984-1986,Male,Utah, 
Black,80-84 years,1984-1986,Male,Washington, 
Black,80-84 years,1984-1986,Female,Arizona, 
Black,80-84 years,1984-1986,Female,California,15
Black,80-84 years,1984-1986,Female,Connecticut, 
Black,80-84 years,1984-1986,Female,Georgia, 
Black,80-84 years,1984-1986,Female,Illinois,14
Black,80-84 years,1984-1986,Female,Iowa, 
Black,80-84 years,1984-1986,Female,Kentucky, 
Black,80-84 years,1984-1986,Female,Louisiana, 
Black,80-84 years,1984-1986,Female,Massachusetts, 
Black,80-84 years,1984-1986,Female,New Jersey, 
Black,80-84 years,1984-1986,Female,New Mexico, 
Black,80-84 years,1984-1986,Female,New York,19
Black,80-84 years,1984-1986,Female,Texas,12
Black,80-84 years,1984-1986,Female,Utah, 
Black,80-84 years,1984-1986,Female,Washington, 
Black,80-84 years,1987-1989,Male and female,Arizona, 
Black,80-84 years,1987-1989,Male and female,California,28
Black,80-84 years,1987-1989,Male and female,Connecticut, 
Black,80-84 years,1987-1989,Male and female,Georgia,28
Black,80-84 years,1987-1989,Male and female,Illinois,17
Black,80-84 years,1987-1989,Male and female,Iowa, 
Black,80-84 years,1987-1989,Male and female,Kentucky, 
Black,80-84 years,1987-1989,Male and female,Louisiana,25
Black,80-84 years,1987-1989,Male and female,Massachusetts, 
Black,80-84 years,1987-1989,Male and female,New Jersey, 
Black,80-84 years,1987-1989,Male and female,New Mexico, 
Black,80-84 years,1987-1989,Male and female,New York,31
Black,80-84 years,1987-1989,Male and female,Texas,32
Black,80-84 years,1987-1989,Male and female,Utah, 
Black,80-84 years,1987-1989,Male and female,Washington, 
Black,80-84 years,1987-1989,Male,Arizona, 
Black,80-84 years,1987-1989,Male,California,16
Black,80-84 years,1987-1989,Male,Connecticut, 
Black,80-84 years,1987-1989,Male,Georgia,13
Black,80-84 years,1987-1989,Male,Illinois, 
Black,80-84 years,1987-1989,Male,Iowa, 
Black,80-84 years,1987-1989,Male,Kentucky, 
Black,80-84 years,1987-1989,Male,Louisiana,12
Black,80-84 years,1987-1989,Male,Massachusetts, 
Black,80-84 years,1987-1989,Male,New Jersey, 
Black,80-84 years,1987-1989,Male,New Mexico, 
Black,80-84 years,1987-1989,Male,New York,11
Black,80-84 years,1987-1989,Male,Texas,19
Black,80-84 years,1987-1989,Male,Utah, 
Black,80-84 years,1987-1989,Male,Washington, 
Black,80-84 years,1987-1989,Female,Arizona, 
Black,80-84 years,1987-1989,Female,California,12
Black,80-84 years,1987-1989,Female,Connecticut, 
Black,80-84 years,1987-1989,Female,Georgia,15
Black,80-84 years,1987-1989,Female,Illinois, 
Black,80-84 years,1987-1989,Female,Iowa, 
Black,80-84 years,1987-1989,Female,Kentucky, 
Black,80-84 years,1987-1989,Female,Louisiana,13
Black,80-84 years,1987-1989,Female,Massachusetts, 
Black,80-84 years,1987-1989,Female,New Jersey, 
Black,80-84 years,1987-1989,Female,New Mexico, 
Black,80-84 years,1987-1989,Female,New York,20
Black,80-84 years,1987-1989,Female,Texas,13
Black,80-84 years,1987-1989,Female,Utah, 
Black,80-84 years,1987-1989,Female,Washington, 
Black,80-84 years,1990-1992,Male and female,Arizona, 
Black,80-84 years,1990-1992,Male and female,California,28
Black,80-84 years,1990-1992,Male and female,Connecticut, 
Black,80-84 years,1990-1992,Male and female,Georgia,30
Black,80-84 years,1990-1992,Male and female,Illinois,14
Black,80-84 years,1990-1992,Male and female,Iowa, 
Black,80-84 years,1990-1992,Male and female,Kentucky, 
Black,80-84 years,1990-1992,Male and female,Louisiana,23
Black,80-84 years,1990-1992,Male and female,Massachusetts, 
Black,80-84 years,1990-1992,Male and female,New Jersey,16
Black,80-84 years,1990-1992,Male and female,New Mexico, 
Black,80-84 years,1990-1992,Male and female,New York,32
Black,80-84 years,1990-1992,Male and female,Texas,24
Black,80-84 years,1990-1992,Male and female,Utah, 
Black,80-84 years,1990-1992,Male and female,Washington, 
Black,80-84 years,1990-1992,Male,Arizona, 
Black,80-84 years,1990-1992,Male,California,14
Black,80-84 years,1990-1992,Male,Connecticut, 
Black,80-84 years,1990-1992,Male,Georgia,10
Black,80-84 years,1990-1992,Male,Illinois, 
Black,80-84 years,1990-1992,Male,Iowa, 
Black,80-84 years,1990-1992,Male,Kentucky, 
Black,80-84 years,1990-1992,Male,Louisiana,13
Black,80-84 years,1990-1992,Male,Massachusetts, 
Black,80-84 years,1990-1992,Male,New Jersey, 
Black,80-84 years,1990-1992,Male,New Mexico, 
Black,80-84 years,1990-1992,Male,New York,11
Black,80-84 years,1990-1992,Male,Texas,10
Black,80-84 years,1990-1992,Male,Utah, 
Black,80-84 years,1990-1992,Male,Washington, 
Black,80-84 years,1990-1992,Female,Arizona, 
Black,80-84 years,1990-1992,Female,California,14
Black,80-84 years,1990-1992,Female,Connecticut, 
Black,80-84 years,1990-1992,Female,Georgia,20
Black,80-84 years,1990-1992,Female,Illinois,10
Black,80-84 years,1990-1992,Female,Iowa, 
Black,80-84 years,1990-1992,Female,Kentucky, 
Black,80-84 years,1990-1992,Female,Louisiana,10
Black,80-84 years,1990-1992,Female,Massachusetts, 
Black,80-84 years,1990-1992,Female,New Jersey, 
Black,80-84 years,1990-1992,Female,New Mexico, 
Black,80-84 years,1990-1992,Female,New York,21
Black,80-84 years,1990-1992,Female,Texas,14
Black,80-84 years,1990-1992,Female,Utah, 
Black,80-84 years,1990-1992,Female,Washington, 
Black,80-84 years,1993-1995,Male and female,Arizona, 
Black,80-84 years,1993-1995,Male and female,California,23
Black,80-84 years,1993-1995,Male and female,Connecticut, 
Black,80-84 years,1993-1995,Male and female,Georgia,37
Black,80-84 years,1993-1995,Male and female,Illinois,18
Black,80-84 years,1993-1995,Male and female,Iowa, 
Black,80-84 years,1993-1995,Male and female,Kentucky, 
Black,80-84 years,1993-1995,Male and female,Louisiana,26
Black,80-84 years,1993-1995,Male and female,Massachusetts, 
Black,80-84 years,1993-1995,Male and female,New Jersey,17
Black,80-84 years,1993-1995,Male and female,New Mexico, 
Black,80-84 years,1993-1995,Male and female,New York,26
Black,80-84 years,1993-1995,Male and female,Texas,32
Black,80-84 years,1993-1995,Male and female,Utah, 
Black,80-84 years,1993-1995,Male and female,Washington, 
Black,80-84 years,1993-1995,Male,Arizona, 
Black,80-84 years,1993-1995,Male,California,12
Black,80-84 years,1993-1995,Male,Connecticut, 
Black,80-84 years,1993-1995,Male,Georgia,15
Black,80-84 years,1993-1995,Male,Illinois, 
Black,80-84 years,1993-1995,Male,Iowa, 
Black,80-84 years,1993-1995,Male,Kentucky, 
Black,80-84 years,1993-1995,Male,Louisiana,16
Black,80-84 years,1993-1995,Male,Massachusetts, 
Black,80-84 years,1993-1995,Male,New Jersey, 
Black,80-84 years,1993-1995,Male,New Mexico, 
Black,80-84 years,1993-1995,Male,New York,12
Black,80-84 years,1993-1995,Male,Texas,13
Black,80-84 years,1993-1995,Male,Utah, 
Black,80-84 years,1993-1995,Male,Washington, 
Black,80-84 years,1993-1995,Female,Arizona, 
Black,80-84 years,1993-1995,Female,California,11
Black,80-84 years,1993-1995,Female,Connecticut, 
Black,80-84 years,1993-1995,Female,Georgia,22
Black,80-84 years,1993-1995,Female,Illinois,10
Black,80-84 years,1993-1995,Female,Iowa, 
Black,80-84 years,1993-1995,Female,Kentucky, 
Black,80-84 years,1993-1995,Female,Louisiana,10
Black,80-84 years,1993-1995,Female,Massachusetts, 
Black,80-84 years,1993-1995,Female,New Jersey, 
Black,80-84 years,1993-1995,Female,New Mexico, 
Black,80-84 years,1993-1995,Female,New York,14
Black,80-84 years,1993-1995,Female,Texas,19
Black,80-84 years,1993-1995,Female,Utah, 
Black,80-84 years,1993-1995,Female,Washington, 
Black,80-84 years,1996-1998,Male and female,Arizona, 
Black,80-84 years,1996-1998,Male and female,California,32
Black,80-84 years,1996-1998,Male and female,Connecticut, 
Black,80-84 years,1996-1998,Male and female,Georgia,28
Black,80-84 years,1996-1998,Male and female,Illinois,37
Black,80-84 years,1996-1998,Male and female,Iowa, 
Black,80-84 years,1996-1998,Male and female,Kentucky, 
Black,80-84 years,1996-1998,Male and female,Louisiana,24
Black,80-84 years,1996-1998,Male and female,Massachusetts, 
Black,80-84 years,1996-1998,Male and female,New Jersey,14
Black,80-84 years,1996-1998,Male and female,New Mexico, 
Black,80-84 years,1996-1998,Male and female,New York,39
Black,80-84 years,1996-1998,Male and female,Texas,53
Black,80-84 years,1996-1998,Male and female,Utah, 
Black,80-84 years,1996-1998,Male and female,Washington, 
Black,80-84 years,1996-1998,Male,Arizona, 
Black,80-84 years,1996-1998,Male,California,16
Black,80-84 years,1996-1998,Male,Connecticut, 
Black,80-84 years,1996-1998,Male,Georgia,11
Black,80-84 years,1996-1998,Male,Illinois,14
Black,80-84 years,1996-1998,Male,Iowa, 
Black,80-84 years,1996-1998,Male,Kentucky, 
Black,80-84 years,1996-1998,Male,Louisiana, 
Black,80-84 years,1996-1998,Male,Massachusetts, 
Black,80-84 years,1996-1998,Male,New Jersey, 
Black,80-84 years,1996-1998,Male,New Mexico, 
Black,80-84 years,1996-1998,Male,New York,15
Black,80-84 years,1996-1998,Male,Texas,20
Black,80-84 years,1996-1998,Male,Utah, 
Black,80-84 years,1996-1998,Male,Washington, 
Black,80-84 years,1996-1998,Female,Arizona, 
Black,80-84 years,1996-1998,Female,California,16
Black,80-84 years,1996-1998,Female,Connecticut, 
Black,80-84 years,1996-1998,Female,Georgia,17
Black,80-84 years,1996-1998,Female,Illinois,23
Black,80-84 years,1996-1998,Female,Iowa, 
Black,80-84 years,1996-1998,Female,Kentucky, 
Black,80-84 years,1996-1998,Female,Louisiana,15
Black,80-84 years,1996-1998,Female,Massachusetts, 
Black,80-84 years,1996-1998,Female,New Jersey,10
Black,80-84 years,1996-1998,Female,New Mexico, 
Black,80-84 years,1996-1998,Female,New York,24
Black,80-84 years,1996-1998,Female,Texas,33
Black,80-84 years,1996-1998,Female,Utah, 
Black,80-84 years,1996-1998,Female,Washington, 
Black,80-84 years,1999-2001,Male and female,Arizona, 
Black,80-84 years,1999-2001,Male and female,California,39
Black,80-84 years,1999-2001,Male and female,Connecticut, 
Black,80-84 years,1999-2001,Male and female,Georgia,30
Black,80-84 years,1999-2001,Male and female,Illinois,17
Black,80-84 years,1999-2001,Male and female,Iowa, 
Black,80-84 years,1999-2001,Male and female,Kentucky, 
Black,80-84 years,1999-2001,Male and female,Louisiana,12
Black,80-84 years,1999-2001,Male and female,Massachusetts, 
Black,80-84 years,1999-2001,Male and female,New Jersey,11
Black,80-84 years,1999-2001,Male and female,New Mexico, 
Black,80-84 years,1999-2001,Male and female,New York,36
Black,80-84 years,1999-2001,Male and female,Texas,37
Black,80-84 years,1999-2001,Male and female,Utah, 
Black,80-84 years,1999-2001,Male and female,Washington, 
Black,80-84 years,1999-2001,Male,Arizona, 
Black,80-84 years,1999-2001,Male,California,20
Black,80-84 years,1999-2001,Male,Connecticut, 
Black,80-84 years,1999-2001,Male,Georgia, 
Black,80-84 years,1999-2001,Male,Illinois, 
Black,80-84 years,1999-2001,Male,Iowa, 
Black,80-84 years,1999-2001,Male,Kentucky, 
Black,80-84 years,1999-2001,Male,Louisiana, 
Black,80-84 years,1999-2001,Male,Massachusetts, 
Black,80-84 years,1999-2001,Male,New Jersey, 
Black,80-84 years,1999-2001,Male,New Mexico, 
Black,80-84 years,1999-2001,Male,New York,15
Black,80-84 years,1999-2001,Male,Texas,17
Black,80-84 years,1999-2001,Male,Utah, 
Black,80-84 years,1999-2001,Male,Washington, 
Black,80-84 years,1999-2001,Female,Arizona, 
Black,80-84 years,1999-2001,Female,California,19
Black,80-84 years,1999-2001,Female,Connecticut, 
